undefined, (team), 3, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -, -, 
Total, , , , 0.0, 2.3, 2.3, 6, 0, 4, 7, 7, 7, 58.8%, 0.0%, 

Player Number, Player Name, Games Played, Points Played, Games Played as Non-setter, Games Played as Setter, Assists, Ball Handling, Setting Errors, Assists as Non-setter, Assists as Non-setter/Game, Assists as Setter, Assists as Setter/Game, Assists/Game, Attempt (From Setter), Attempt (Not From Setter), 
1, Lasse Nielsen, 3, 172, 0, 3, 40, 0, 1, 0, -, 40, 13.3, 13.3, 0, 1, 
3, Kristian Krag, 3, 26, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 1, 
5, Bosse, 3, 8, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 0, 
9, Soeren, 3, 33, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 2, 0, 
11, Nicola, 3, 68, 3, 0, 1, 0, 0, 1, 0.3, 0, -, 0.3, 8, 3, 
12, Vestbjerg, 3, 69, 3, 0, 2, 0, 0, 2, 0.7, 0, -, 0.7, 6, 1, 
15, Martin, 3, 49, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 6, 1, 
16, Alex, 3, 30, 3, 0, 1, 0, 0, 1, 0.3, 0, -, 0.3, 0, 0, 
undefined, (team), 3, 0, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 0, 
Total, , , , 3, 0, 44, 0, 1, 4, 1.3, 40, -, 14.7, 22, 7, 

Player Number, Player Name, Games Played, Points Played, 1-Set (In-System), 2-Set (In-System), 3-Set (In-System), 1-Set (Out-System), 2-Set (Out-System), 3-Set (Out-System), 
1, Lasse Nielsen, 3, 172, 0, 0, 0, 0, 0, 0, 
3, Kristian Krag, 3, 26, 0, 0, 0, 0, 0, 0, 
5, Bosse, 3, 8, 0, 0, 0, 0, 0, 0, 
9, Soeren, 3, 33, 0, 0, 0, 0, 0, 0, 
11, Nicola, 3, 68, 0, 0, 0, 0, 0, 0, 
12, Vestbjerg, 3, 69, 0, 0, 0, 0, 0, 0, 
15, Martin, 3, 49, 0, 0, 0, 0, 0, 0, 
16, Alex, 3, 30, 0, 0, 0, 0, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 0, 0, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, FB Pass Attempts, Over the Net FB Pass, 1-FB Pass, 2-FB Pass, 3-FB Pass, Total FBPass Errors, FB Pass Rating, 3-FB Pass Percent, Total FBPass Error %, Total FBPass Errors/Game, 
1, Lasse Nielsen, 3, 172, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
3, Kristian Krag, 3, 26, 2, 0, 0, 0, 2, 0, 3.00, 100.0%, 0.0%, 0.0, 
5, Bosse, 3, 8, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
9, Soeren, 3, 33, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
11, Nicola, 3, 68, 2, 0, 0, 0, 2, 0, 3.00, 100.0%, 0.0%, 0.0, 
12, Vestbjerg, 3, 69, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
15, Martin, 3, 49, 3, 0, 0, 1, 2, 0, 2.67, 66.7%, 0.0%, 0.0, 
16, Alex, 3, 30, 4, 0, 0, 1, 3, 0, 2.75, 75.0%, 0.0%, 0.0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
Total, , , , 11, 0, 0, 2, 9, 0, 2.82, 81.8%, 0.0%, 0.0, 

Player Number, Player Name, Games Played, Points Played, In Play, Errors, 
1, Lasse Nielsen, 3, 172, 0, 0, 
3, Kristian Krag, 3, 26, 0, 0, 
5, Bosse, 3, 8, 0, 0, 
9, Soeren, 3, 33, 0, 0, 
11, Nicola, 3, 68, 0, 0, 
12, Vestbjerg, 3, 69, 0, 0, 
15, Martin, 3, 49, 0, 0, 
16, Alex, 3, 30, 0, 0, 
undefined, (team), 3, 0, 0, 0, 
Total, , , , 0, 0, 

Player Number, Player Name, Games Played, Points Played, Aces, Spike, Blocks, Block Assists, Block Solos, Down Ball Hit, Dump, Tip, 
1, Lasse Nielsen, 3, 172, 1, 0, 3, 1, 2, 0, 3, 0, 
3, Kristian Krag, 3, 26, 0, 2, 1, 1, 0, 0, 0, 0, 
5, Bosse, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 
9, Soeren, 3, 33, 1, 3, 3, 2, 1, 0, 0, 0, 
11, Nicola, 3, 68, 0, 7, 1, 0, 1, 0, 0, 3, 
12, Vestbjerg, 3, 69, 0, 8, 0, 0, 0, 0, 0, 1, 
15, Martin, 3, 49, 0, 21, 2, 2, 0, 0, 0, 2, 
16, Alex, 3, 30, 0, 0, 0, 0, 0, 0, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 3, 41, 7, 6, 4, 0, 3, 6, 

Player Number, Player Name, Games Played, Points Played, 2nd Ball Return, 3rd Ball Return, Block Errors, Down Ball Hit Error, Dig Error, Dump Error, Free Ball Receive Error, Receive Error, Set Error, Spike Error, Serve Error, Tip Error, Whose Ball, 
1, Lasse Nielsen, 3, 172, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 
3, Kristian Krag, 3, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 
5, Bosse, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
9, Soeren, 3, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
11, Nicola, 3, 68, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 
12, Vestbjerg, 3, 69, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 2, 0, 0, 
15, Martin, 3, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 
16, Alex, 3, 30, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 0, 0, 0, 0, 1, 0, 4, 1, 13, 10, 0, 0, 

Player Number, Player Name, Games Played, Points Played, Back Row Attack, Foot Fault, Ball Handling, Net Fault, Out of Rotation, Over the Net, Under Fault, Fault (General), 
1, Lasse Nielsen, 3, 172, 0, 0, 0, 1, 0, 0, 0, 0, 
3, Kristian Krag, 3, 26, 0, 0, 0, 0, 0, 0, 0, 0, 
5, Bosse, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 
9, Soeren, 3, 33, 0, 0, 0, 1, 0, 0, 0, 0, 
11, Nicola, 3, 68, 0, 0, 0, 0, 0, 0, 0, 0, 
12, Vestbjerg, 3, 69, 0, 0, 0, 1, 0, 0, 0, 0, 
15, Martin, 3, 49, 1, 0, 0, 0, 1, 0, 0, 0, 
16, Alex, 3, 30, 0, 0, 0, 0, 0, 0, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 1, 0, 0, 3, 1, 0, 0, 0, 

