15, Martin, 5, 76, 5, 0, 1, 0, 1, 1, 0.2, 0, -, 0.2, 11, 7, 
undefined, (team), 5, 0, 5, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 0, 
Total, , , , 5, 0, 65, 0, 2, 9, 1.8, 56, -, 13.0, 41, 21, 

Player Number, Player Name, Games Played, Points Played, 1-Set (In-System), 2-Set (In-System), 3-Set (In-System), 1-Set (Out-System), 2-Set (Out-System), 3-Set (Out-System), 
3, Kristian Krag, 5, 59, 0, 0, 0, 0, 0, 0, 
5, Bosse, 5, 69, 0, 0, 0, 0, 0, 0, 
8, Mikkel, 5, 88, 0, 0, 0, 0, 0, 0, 
11, Nicola, 5, 104, 0, 0, 0, 0, 0, 0, 
12, Vestbjerg, 5, 49, 0, 0, 0, 0, 0, 0, 
14, Mads Q, 5, 259, 0, 0, 0, 0, 0, 0, 
15, Martin, 5, 76, 0, 0, 0, 0, 0, 0, 
undefined, (team), 5, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 0, 0, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, FB Pass Attempts, Over the Net FB Pass, 1-FB Pass, 2-FB Pass, 3-FB Pass, Total FBPass Errors, FB Pass Rating, 3-FB Pass Percent, Total FBPass Error %, Total FBPass Errors/Game, 
3, Kristian Krag, 5, 59, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
5, Bosse, 5, 69, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
8, Mikkel, 5, 88, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
11, Nicola, 5, 104, 1, 1, 0, 0, 0, 0, 0.50, 0.0%, 0.0%, 0.0, 
12, Vestbjerg, 5, 49, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
14, Mads Q, 5, 259, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
15, Martin, 5, 76, 1, 0, 1, 0, 0, 0, 1.00, 0.0%, 0.0%, 0.0, 
undefined, (team), 5, 0, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
Total, , , , 2, 1, 1, 0, 0, 0, 0.75, 0.0%, 0.0%, 0.0, 

Player Number, Player Name, Games Played, Points Played, In Play, Errors, 
3, Kristian Krag, 5, 59, 0, 0, 
5, Bosse, 5, 69, 0, 0, 
8, Mikkel, 5, 88, 0, 0, 
11, Nicola, 5, 104, 0, 0, 
12, Vestbjerg, 5, 49, 0, 0, 
14, Mads Q, 5, 259, 0, 0, 
15, Martin, 5, 76, 0, 2, 
undefined, (team), 5, 0, 0, 0, 
Total, , , , 0, 2, 

Player Number, Player Name, Games Played, Points Played, Aces, Spike, Blocks, Block Assists, Block Solos, Down Ball Hit, Dump, Tip, 
3, Kristian Krag, 5, 59, 2, 11, 2, 2, 0, 0, 0, 0, 
5, Bosse, 5, 69, 3, 5, 6, 3, 3, 0, 0, 2, 
8, Mikkel, 5, 88, 0, 16, 1, 1, 0, 0, 0, 0, 
11, Nicola, 5, 104, 1, 16, 3, 0, 3, 0, 0, 1, 
12, Vestbjerg, 5, 49, 0, 0, 0, 0, 0, 0, 0, 0, 
14, Mads Q, 5, 259, 0, 1, 4, 4, 0, 0, 1, 0, 
15, Martin, 5, 76, 1, 15, 1, 0, 1, 0, 0, 1, 
undefined, (team), 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 7, 64, 12, 10, 7, 0, 1, 4, 

Player Number, Player Name, Games Played, Points Played, 2nd Ball Return, 3rd Ball Return, Block Errors, Down Ball Hit Error, Dig Error, Dump Error, Free Ball Receive Error, Receive Error, Set Error, Spike Error, Serve Error, Tip Error, Whose Ball, 
3, Kristian Krag, 5, 59, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 
5, Bosse, 5, 69, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 
8, Mikkel, 5, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 
11, Nicola, 5, 104, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 
12, Vestbjerg, 5, 49, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 
14, Mads Q, 5, 259, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
15, Martin, 5, 76, 0, 2, 0, 0, 2, 0, 0, 0, 1, 10, 2, 1, 0, 
undefined, (team), 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 2, 2, 0, 8, 0, 0, 1, 2, 27, 9, 1, 0, 

Player Number, Player Name, Games Played, Points Played, Back Row Attack, Foot Fault, Ball Handling, Net Fault, Out of Rotation, Over the Net, Under Fault, Fault (General), 
3, Kristian Krag, 5, 59, 0, 0, 0, 0, 0, 0, 0, 0, 
5, Bosse, 5, 69, 0, 0, 0, 0, 0, 0, 0, 0, 
8, Mikkel, 5, 88, 0, 0, 0, 0, 0, 0, 0, 0, 
11, Nicola, 5, 104, 0, 0, 0, 1, 0, 0, 0, 0, 
12, Vestbjerg, 5, 49, 0, 0, 0, 0, 0, 0, 0, 0, 
14, Mads Q, 5, 259, 0, 0, 0, 0, 0, 0, 0, 0, 
15, Martin, 5, 76, 0, 1, 0, 0, 0, 0, 0, 0, 
undefined, (team), 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 1, 0, 1, 0, 0, 0, 0, 

